FaultName,FaultID,State,SiteName,CPDId,SliprateId,Longitude,Latitude,DistToCFMFault,CFM6ObjectName,DataType,Observation,PrefRate,LowRate,HighRate,RateUncr,RateType,ReptReint,OffsetType,AgeType,NumEvents,RateAge,QbinMin,QbinMax,Reference
689,San Jacinto (Clark),803,CA,Rockhouse Canyon,S-0689,SR-0387,-116.367233777000,33.406774799600,0.09,PNRA-SJFZ-ANZA-Clark_fault_south_main-CFM4,slip rate study,Reported slip rate considers slip rates from two offsets. 500+/- 70 m offset in 47+/- 8 ka and 220+/- 70 m offset in 28+/- 9 ka. Minimum rate for the zone.,8.9,6.9,10.9,unknown,horizontal,reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),channel,10Be,unlisted,11-130,5,35,"Blisnuik and others (2010); Blisnuik and Rockwell (in prep; written communication, 2012)"
690,San Jacinto (Coyote Creek),802,CA,per Blisniuk and others,S-0690,SR-0380,-116.477682175000,33.425497944600,0.04,PNRA-SJFZ-CYTC-Coyote_Creek_fault-CFM4,slip rate study,Blisnuik and others. (in prep) Holocene rate.,7.1,5.7,8.9,unknown,horizontal,reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,unlisted,unlisted,1-11,1,5,"Blisnuik and others. (in prep); written communication, 2012)"
691,San Jacinto (Coyote Creek),802,CA,per Blisniuk and others,S-0691,SR-0381,-116.401492201000,33.363054082000,0.32,PNRA-SJFZ-CYTC-Coyote_Creek_fault-CFM4,slip rate study,Blisnuik and others. (in prep) L. Pleistocene rate.,4.7,2.5,7.2,unknown,horizontal,reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,unlisted,unlisted,11-130,5,35,"Blisnuik and others. (in prep); written communication, 2012)"
692,San Jacinto (Coyote Creek),802,CA,per Blisniuk and others,S-0692,SR-0382,-116.401492201000,33.363054082000,0.32,PNRA-SJFZ-CYTC-Coyote_Creek_fault-CFM4,slip rate study,Blisnuik and others. (in prep) Holocene rate.,6.9,5.9,8.9,unknown,horizontal,reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,unlisted,unlisted,1-11,5,35,"Blisnuik and others. (in prep); written communication, 2012)"
693,San Jacinto (San Bernardino),807,CA,Commercial Road,S-0693,SR-0393,-117.281839301000,34.059982801800,0.59,PNRA-SJFZ-SBRN-San_Jacinto_Claremont_fault-CFM4,slip rate study,Minimum rate due to other strands of the fault on which slip was not resolved.,3.3,1.7,35,unknown,horizontal,"reported (rate reported as a minimum range, so smaller of those values = LowRate and large = PrefRate)",unlisted,unlisted,unlisted,1-11,5,35,Wesnousky and others (1991)
694,San Jacinto (San Jacinto Valley),806,CA,Quincy (placed onto hazard trace; site is actually to the east),S-0694,SR-0392,-117.172508087000,33.968559315700,0.4,PNRA-SJFZ-SJCV-Claremont_fault-CFM4,slip rate study,trenching across/measurement of multiple offset channels (average slip per event = 2.5m) in 9-11 EQs over past 1.5-2 ka (radiocarbon); age of EQs comes from Mystic Lake site; pref disp = 25-30m calculted between event ages 12 and 1 from Mystic Lake,13.4,12.8,18.3,unknown,projected (strike-slip),reported,paleochannel offsets,radiocarbon,12 (rate calculated between events 12 and 1 from Mystic Lake),from 0.2 to 2.05+/- 0.12,5,35,"Onderdonk et al., (2015) Lithosphere"
695,San Jacinto (stepover),805,CA,approx centroid,S-0695,SR-0391,-117.001854467000,33.820511569200,2.1,PNRA-SJFZ-SJCV-Casa_Loma_fault-CFM4,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,QFFD
696,San Jacinto (Superstition Mountain),800,CA,approx centroid,S-0696,SR-1227,-115.819466032769,32.943828013770,0.18,PNRA-SJFZ-SSMT-Superstition_Mountain_fault-CFM4,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,QFFD
697,San Joaquin Hills,247,CA,per Grant and others (1999),S-0697,SR-0269,-117.776133334000,33.665925840100,3.13,PNRA-CSTF-SJQH-San_Joaquin_Hills_fault-CFM3,slip rate study,"Grant and others (1999) report are slip rate of 0.42 - 0.79 mm/yr, based on a model that uses a 20 - 30 degree dipping fault.",,0.42,0.79,unknown,projected (dip-slip),reported (only range listed in Appendix B no preferred rate included),marine terrace,230Th,unlisted,11-130,0.2,1,Grant and others (1999)
698,San Jose,248,CA,approx centroid,S-0698,SR-0270,-117.804298521000,34.062152827600,0.08,WTRA-USAV-USAV-San_Jose_fault-CFM5,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
699,San Juan,249,CA,approx centroid,S-0699,SR-1205,-120.202591662030,35.452379624987,1.84,CRFA-SJMZ-MULT-San_Juan_fault-CFM5,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
700,San Luis Bay,250,CA,Avila Beach,S-0700,SR-0271,-120.755899270858,35.172952203634,0.71,CRFA-SLRS-SLBS-San_Luis_Bay_fault-CFM4,slip rate study,Lettis and others (1994) report a net slip rate of 0.04 - 0.11 mm/yr based on a fault dip of 40 - 70 degrees.,,0.04,0.11,unknown,projected (dip-slip),reported (only range listed in Appendix B no preferred rate included),marine terrace,correlation,unlisted,11-130,0,0.2,Lettis and others (1994)
701,San Luis Bay,250,CA,approx centroid,S-0701,SR-1208,-120.802081267393,35.176002113486,0.16,CRFA-SLRS-SLBS-San_Luis_Bay_fault-CFM4,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
702,San Luis Range (extended),253,CA,approx centroid,S-0702,SR-1272,-120.287948529015,34.885861261437,0.09,CRFA-SLRS-MULT-San_Luis_Range_fault_system-CFM4,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
703,San Luis Range (Oceano),251,CA,Nipomo Mesa,S-0703,SR-0272,-120.588470985000,35.071805312300,0.18,CRFA-SLRS-MULT-San_Luis_Range_fault_system-CFM4,slip rate study,Reported net slip rate assumes 10 - 65 degree dip.,,0.05,0.18,unknown,projected (dip-slip),reported (only range listed in Appendix B no preferred rate included),marine deposits,geologic,unlisted,750-2600,0,0.2,Lettis and others (1994)
704,San Luis Range (Pecho),252,CA,approx centroid,S-0704,SR-1168,-120.776550788634,35.124930999166,0.23,CRFA-SLRS-MULT-San_Luis_Range_fault_system-CFM4,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
705,San Mateo,340,CA,approx centroid,S-0705,SR-1195,-117.615079575591,33.233386040367,2,OCBA-SMCS-SMTO-San_Onofre_fault-CFM6,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
706,San Pedro Basin,255,CA,approx centroid,S-0706,SR-0273,-118.563978115000,33.707359388200,0.41,OCBA-SPBZ-NTHS-San_Pedro_Basin_fault_north-CFM5,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,QFFD
707,San Pedro Escarpment,256,CA,approx centroid,S-0707,SR-0237,-118.590724088000,33.795219305100,0.12,OCBA-SPES-SMBS-San_Pedro_Escarpment_fault_A-CFM5,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
708,San Vicente,257,CA,approx centroid,S-0708,SR-1217,-118.354469018886,34.064470163220,0.1,WTRA-PHTS-LABS-San_Vicente_fault-CFM1,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
709,Santa Cruz - San Clemente,341,CA,approx centroid,S-0709,SR-0274,-119.209170075000,33.793909265400,1.63,OCBA-SCCR-MULT-Santa_Cruz_Catalina_Ridge_fault-CFM5,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
710,Santa Cruz Island,260,CA,Christi Beach,S-0710,SR-0276,-119.869456772000,34.030649343600,0.06,WTRA-SFFS-SNCZ-Santa_Cruz_Island_fault-CFM5,slip rate study,"Christi Beach, see other entry for horizontal component",,0.1,0.2,unknown,projected (dip-slip),reported (only range listed in Appendix B no preferred rate included),marine terrace,correlation,unlisted,11-130,0.2,1,Pinter and others (1991)
711,Santa Cruz Island,260,CA,Christi Beach,S-0711,SR-0277,-119.869456772000,34.030649343600,0.06,WTRA-SFFS-SNCZ-Santa_Cruz_Island_fault-CFM5,slip rate study,"Christi Beach, well-constrained long term geologic rate see other entry for vertical component",,0.7,1.1,unknown,horizontal,reported (only range listed in Appendix B no preferred rate included),marine terrace,correlation,unlisted,130-750,0.2,1,Pinter and others (1991)
712,Santa Monica,262,CA,Potrero Canyon,S-0712,SR-0158,-118.526214832000,34.030530194100,0.05,WTRA-SFFS-SMMT-Malibu_Coast_fault_east-CFM6,slip rate study,"Minimum rate, only across one strand of the Santa Monica fault. Low overall rating assigned because lateral component not accounted for. Dip slip reported is 0.6 mm/yr, assuming a 45 - 55 dip.",0.5,0.2,1,unknown,unprojected (vertical),reported (only preferred value listed in Appendix B; no uncertainty included),marine terrace,correlation,unlisted,11-130,0.2,1,Dolan and others(2000)
713,Santa Monica Bay,261,CA,approx centroid,S-0713,SR-0278,-118.850989157000,33.820377257800,0.31,OCBA-SMBS-WEST-Santa_Monica_Bay_fault-CFM6,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
714,Santa Rosa Island,264,CA,approx centroid,S-0714,SR-1209,-120.209021602174,33.978804545379,0.47,WTRA-SFFS-SRSM-Santa_Rosa_Island_fault-CFM5,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
715,Santa Susana,266,CA,per Huftile and Yeats (1996),S-0715,SR-0279,-118.572997272000,34.305460483800,0.05,WTRA-SSFZ-MULT-Santa_Susana_fault-CFM5,slip rate study,"Huftile and Yeats (1996) use a cross section to estimate total dip slip displacement along the fault. They give two alternatives for the total displacement, which is very dependant on projections into space of hanging wall deformation.",,2.1,9.8,unknown,projected (dip-slip),reported (only range listed in Appendix B no preferred rate included),stratigraphic,correlation,unlisted,750-2600,0.2,1,Huftile and Yeats (1996)
716,"Santa Susana (east, connector)",265,CA,approx centroid,S-0716,SR-1259,-118.436180000000,34.315425000000,1.35,WTRA-SSFZ-MULT-Santa_Susana_fault-CFM5,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,QFFD
717,Santa Ynez (east),268,CA,Blue Canyon,S-0717,SR-0280,-119.595351489000,34.493722287600,0.11,WTRA-SYFZ-MULT-Santa_Ynez_fault-CFM5,slip rate study,"Combined slip rate across two strands reported by Keaton (1979), summed net slip, with preferred age of 100 ka (no reason given) rate as reported by Clark and others (1984). Poorly-constrained.",,0.15,10.1,unknown,net,reported (only range listed in Appendix B no preferred rate included),channels and terrace,inferred,unlisted,11-750,0.2,1,Keaton (1979)
718,Santa Ynez (west),269,CA,per Darrow and Sylvester,S-0718,SR-0146,-119.862365907000,34.552928838100,0.49,WTRA-SYFZ-MULT-Santa_Ynez_fault-CFM5,slip rate study,"Small offset and short time interval suggests only one or two events, slip rate may not be representative of long term average.",,1.7,3.3,unknown,horizontal,reported (only range listed in Appendix B no preferred rate included),terrace deposits,inferred,<2 ?,1-11,1,5,Darrow and Sylvester (1984)
719,Santa Ynez River,270,CA,approx centroid,S-0719,SR-1198,-120.277675412469,34.629857165056,0.96,WTRA-SYRZ-MULT-Santa_Ynez_River_fault-CFM5,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
720,Sargent,271,CA,per Nolan and others (1995),S-0720,SR-0281,-121.535809461000,36.922771936100,83.34,N/A,slip rate study,"Poorly-constrained rate based on vertical offset of deposits, and assumptions of Hz:V. Considered by authors as a minimum rate.",,1,5,unknown,unknown,reported (only preferred value listed in Appendix B; no uncertainty included; rate reported as a minimum),offset alluvium,unlisted,unlisted,unlisted,1,5,Nolan and others (1995). NSHM (1996)
721,Scodie Lineament (seismicity),272,CA,approx centroid,S-0721,SR-1158,-118.055365201568,35.719971543150,0.71,GVFA-WWFZ-NEST-Scodie_Lineament-CFM5,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
