X,Y,SlipRateID,FaultID,FaultName,State,SiteName,DataType,Observn,PrefRate,LowRate,HighRate,RateUnct,RateType,ReptReint,OffType,AgeType,NumEvents,RateAge,QbinMin,QbinMax,x2014dip,x2014rake,x2014rate,Reference,AppB
-111.409907201,35.4888861786,SR-1044,2022,Black Point - Doney Mountain (south),AZ,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-111.481137627,35.5613424808,SR-1045,2016,Arrowhead - Citadel Ruins,AZ,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-111.168614757,35.3684818636,SR-1046,2037,Leupps,AZ,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-111.087521287,41.0972351998,SR-1047,2766,Porcupine Mountains,WY,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-116.140506443,42.7417961525,SR-1048,2227,Owyhee Mountains - Halfway Gulch,ID,approx centroid,slip rate study,average vertical offset of 7.7 m in scarps with scarp morphology age of 5-20 ka,0.62,0.39,1.54,unknown,unprojected (vertical),reinterpreted (high = 7.7 m/20 ka; high = 7.7 m/5 ka; pref = 7.7 m/12.5 ka),scarp heights in alluvium,scarp morphology analysis,unknown,5-20,0,0.2,not included in model,not included in model,not included in model,Beukleman (1997) thesis,no
-107.938276209,31.7349270466,SR-1049,2485,Sierra Palomas,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-106.78473519,33.8508214818,SR-1050,2444,Cemetery,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-105.622546466,36.8623420359,SR-1051,2486,Sunshine Valley,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-107.066969316,33.1092427347,SR-1052,2466,"Jornada Draw (north, Engle Lake)",NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-106.863464918,32.7171033789,SR-1053,2467,Jornada Draw (south),NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-105.146097041,32.505204496,SR-1054,2459,Guadalupe,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-106.939269633,32.5577608477,SR-1055,2451,East Tonuco,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-106.903760042,32.2590933255,SR-1056,2450,East Robledo,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-106.892276481,32.0604671896,SR-1057,2454,Fitzgerald,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-107.005094321,31.8804103183,SR-1058,2448,East Potrillo,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-107.010846728,31.7911286328,SR-1059,2476,Mount Riley,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-106.709695013,31.8206849081,SR-1060,2474,Mastodon,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-105.305844445,35.9686927197,SR-1061,2477,Quebraditas - El Oro,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-107.671020861,32.1618538937,SR-1062,2495,West Florida Mountains,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-107.074272457,32.4433842905,SR-1063,2493,Ward Tank - Sierro Kemado - Hackler Tank,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-107.246737443,32.5757084314,SR-1064,2484,Sierra de las Uvas,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-107.928340498,32.6403255497,SR-1065,2442,Blue Mountain,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-108.916984948,31.9918650378,SR-1066,2494,Washburn Ranch,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-108.826533719,32.1781821687,SR-1067,2439,Animas Valley,NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-108.782091,32.1471682001,SR-1068,2490,Pyramid Mountains (unnamed),NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-108.575864104,32.4317662581,SR-1069,2456,Gold Hill (north),NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
-108.484913484,32.359070547,SR-1070,2457,Gold Hill (south),NM,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,not included in model,not included in model,not included in model,QFFD,no
